Movie Names,Certificate,Duration,Genre,Rating,Years,Director,Actors,Gross,Votes
The Man Who Knew No Barriers,None,9,"Documentary, Short",,2019,Arin Paul,S. Sankara Raman,,
Undo Thinkforth,None,,"Short, Drama",,2016,Visakh Pr,"Bhuvan Arora, Farrah, Jijoy Rajagopalan, Naina Sareen",,
Hira Moti Manika,None,,Drama,,1981,J. Adeni,"Narendra Behera, Dhira Biswal, Mala Bose, Nalini Das",,
GMCH,None,,Short,,2018,Yayaatti Pandhyaa,Jishan,,
Kundanapu Bomma,None,22,Drama,,,,,,
Panam Paduthu Padu,None,,None,,1954,,Y.R. Swamy,,
Fashion Killer,None,3,"Short, Music",,2019,Micky Kaira,"Akanksha Dhatwalia, Singer Vk",,
Safarnama,None,,Drama,,,,,,
Ameer,None,,None,,1954,Chandu,"Geeta Bali, Kamal Kapoor, Manju, Babu Raje",,
Mathayiyude Namathil,None,14,"Short, Drama",,2018,Gireesh.Vc,"Shibu Maradu, K.T.S. Padannayil",,
Ayudham,None,,None,,1982,P. Chandrakumar,"Madhu, K.R. Vijaya, Sabitha Anand, Paravoor Bharathan",,
Smart Driving School Ad - Bonok Atmanirbhor Part 1,None,1,"Short, Comedy",,2022,Prakash Mehta,"Dilu Ali, Manas Jyoti Nath, Amod Raut, Brijkishore Sharma",,
Tere Bina,None,,"Short, Romance",,2020,Rakesh Thakar Raka,"Manish Guru, Sonali Mishra",,
Hotel Diaries,None,,Comedy,,2020,,"Mannu Chaudhary, Kiran Joshi, Raju, Mansi Sharma",,
Rahgir,None,,None,,1943,,Zohra,,
Ravi History,None,133,Romance,,2019,Madhu Chandra,"Karthik Chandra, Bussu Kumar, Pallavi Raju, Bala Rajwadi",,
Tharam Marindi,None,143,None,,1977,Singeetam Srinivasa Rao,Shubha,,
Once More with Jaaved Jaaferi,None,,Comedy,6.4,2014,,Jaaved Jaaferi,,7
SOCH- a new beginning,None,,"Short, Drama",,2020,Vinay Vishwakarma,Veejay Yadaav,,
It's Not That,None,,"Short, Mystery",,2014,Ranjeet Shetty,Bhamesh,,
Apaharana,None,,Drama,,2008,B.R. Keshava,"Dharma, Thriller Manju, Meghana",,
Ever done this to you mother?,None,,"Short, Drama",,2018,Vivek Anchalia,Manmohan Tiwari,,
Bullet,None,,"Short, Music",,2014,Jassi Sangha,"Amritpal Billa, Jodhan Raj, Kanwalpreet Singh",,
Mein Krishna Hoon,None,11,"Short, Biography",,2017,,Eklavya Sakpal,,
The Superstars of Koti,None,76,Documentary,,2014,,"Anuj Adlakha, Farha Alam",,
The Best of the Cord: Pt. Vishwa Mohan Bhatt,None,,"Documentary, Music",,1996,,Vishwamohan Bhatt,,
Toke Niye,None,5,"Short, Musical",,2019,Arpan Basak,"Sarbani Chakraborty, Ananya Das, Vishal Nath",,
Nishad,None,,Crime,,,,"Chandrima Dey, Debanjan Bhadra, Udayan, Riju Chowdhury",,
Bas Yuhin,None,,"Short, Drama",,2020,Nishi Malhotra,"Ankur Malhotra, Madhu Kandhari Rajesh",,
Draupadi Swayamvar,None,,None,,1922,Vishnupant P. Divekar,Kamala Bai,,
Addadari,Not Rated,138,None,,1968,Hunsur Krishnamurthy,"B.S. Dwarakish, Hunsur Krishnamurthy, Lokesh, Raajanand",,
The Calling,None,11,"Animation, Short",,2009,,Vasanth Kumar,,
Life,None,15,"Short, Drama, Family",,2014,Srinjay Thakur,Dwinjendra Bakshi,,
Savaari Giri Giri,None,,Comedy,,,Gokul Koottappana,"Ullas Pandalam, Raghu, Joby",,
Sat Bhai,None,,Drama,,1963,Taru Mukherjee,"Bhanu Bannerjee, Jahar Ganguli, Anup Kumar, Jahar Roy",,
Bye Jachi,None,,"Documentary, Short",,2021,Giaa Singh Arora,"Giaa Singh Arora, Kishore Kshirsagar, Deeya Singh, Jashan Singh",,
Banke Sawariya,None,,None,4.1,1931,Jayant Desai,Shanta Devi,,14
Bhale Police,Not Rated,108,Drama,,1998,Krishna,"Mohammad Ali, Ritu Shilpa",,
Neelam,None,,None,,2013,,G. Venkatesh Kumar,,
Rendezvous,None,15,"Short, Drama",,2020,Omkar Nilange,"Sunil Barve, Ketan Pawar",,
Eidi,None,28,"Short, Drama",,2013,Pradipta Roy,"Shouvick Sarkar, Ranjita Sinha",,
Sunil Chhetri #KheloIndia,None,,"Short, Biography",,2018,Kumar Siddharth,Sunil Chhetri,,
Melbourne Kolkata-20th anniversary friendship,None,16,"Documentary, Short",,2017,,Mahadeb Shi,,
Night Alone,None,,"Short, Comedy",,2021,,"Amrita Roy, Aniruddh Roy",,
Prakriti Aur Hum,None,1,Short,,2014,,Ankit Singh Gehlot,,
Paapathinu Maranamilla,None,,None,,1979,N. Sankaran Nair,"Thikkurisi Sukumaran Nair, Prameela, Sreelatha, Nellikode Bhaskaran",,
Hip Hip Hurray,None,,Comedy,,2011,"Shriprasad Pawar, 
Ramesh Sharma","Vijay Chavan, Mangesh Desai, Smita Gondkar, Avinash Narkar",,
Donor,None,1,"Short, Horror",,2019,Soumadeep Dasgupta,Aditya Sadhukhan,,
Cameroon,None,,Sport,,,,Ajith Pulleri,,
Krishna Vijayam,None,,None,,1949,,Sundarrao Nadkarni,,
Mrigtrishna,None,53,"Documentary, Biography",,2010,,Ujjwal Utkarsh,,
Ritu,None,,"Short, Drama",,2017,,Krunal Rane,,
Apartment Love Story-3,None,27,"Short, Comedy",,2021,Durga Prasad,"Shaik Abid, Lakshman Kantipudi, Nisha Shaik, Pavan Varma",,
Soggadi Saradalu,None,150,Drama,,2004,Nimmagadda Babu,"Brahmanandam, Haritha, Santhosh Pawan",,
Solo Music,None,,Short,,2021,Prabhu Baskar,Prabhu Baskar,,
Welcome Home,None,,"Short, Mystery",,2015,Taeheon Kim,"Hanumant Melkar, Nishant Kumar Ojha, Amit Roy",,
The Face of Voices,None,,"Short, Horror",,2019,Vishvendra Rai,Vishvendra Rai,,
Nagal,None,24,"Short, Drama",,2013,Sourav Sarkar,"Ganesh Balasundaram, Deepak A.P., Sourav Sarkar, Gayathri R.C.",,
Sun Sajna,None,,None,,1990,,"Rajshri Nair, Sheela Sharma",,
Drums Ups and Down - Prabhu Baskar,None,,Short,,2021,Prabhu Baskar,Prabhu Baskar,,
Pardhudu,None,,None,,1989,K.S.R. Das,Sharada,,
Bhool Bhulaiyan,None,,None,,1949,Taimur Brhramshah,"Agha, Laila, Zeb Qureshi",,
Murli Ki Shaadi,None,,"Documentary, Short",,2021,,Vikesh Kumar,,
Amarsingh Rathod,None,,None,,1979,,Babubhai Mistry,,
Maahiya,None,121,Drama,,2018,Rupam Bhattacharya,"Samrat Banerjee, Diya",,
Malika,None,,None,,1947,,"Ilyas Kashmiri, Shobhna Samarth",,
Every Indian Wedding,None,14,"Short, Drama",,2021,Shivankar Arora,"Rajesh Khera, Manini Mishra, Puneet Sachdev, Shagun Sharma",,
Tulasi Vivah,None,,None,7.5,1984,,Radhakant,,8
She,None,4,"Short, Drama",,2012,Kriti Dhawan,"Mishika Arora, Rekha Dhawan, Swasti Golwala, Arushi Wadiwala",,
Ek Armaan Mera,None,,"Adventure, Fantasy, Romance",,1959,Dada Gunjal,"Jayshree Gadkar, Sohan Kapila, Malika",,
ABU Robocon 2017 - India,None,,Sport,,2017,,"Charudatta Bhagwat, Akshay Maurya, Milind Wagle",,
Mrya Nhi Akdya,None,30,"Comedy, Drama",,2018,,"Producer Dxx, Amana Chairman, Bhaana Sidhu, Baggi",,
Taoo Ka Maal Hua Choree,None,3,"Short, Comedy",9.8,2022,Nishant Taliyan,"Bindu Taliyan, Nishant Taliyan, Priyanshu Taliyan",,9
123 from Amalapuram,None,,Romance,,2005,Varma,"Ravi Prakash, Raja Sridhar, Anil, Nithya Das",,
Dushman Ki Raat,None,,None,,1931,,Balasaheb Yadav,,
Narad Sansar,None,,None,,1928,Ganpat G. Shinde,"Bhaurao Datar, Sakharam, Jadhavrao",,
Maharani,None,,None,,1957,,Shammi Kapoor,,
Kurukshetra,None,,None,,1983,,Babubhai Mistry,,
Amruthavahini,None,106,Drama,,2021,K. Narendra Babu,"Vaidya Shimogga, Tyagaraaju, H.S. Venkateshamurthy",,
Dispatched,None,,Short,,2017,,Pranav Chimulkar,,
Anagha,None,,None,,1989,P.R.S. Babu,"Nedumudi Venu, Murali, Parvathi, Jayanthi",,
Bahu Beta Aur Maa,None,,Drama,,1992,,"Asha Chandra, Farida Jalal, Satish Kaul, Rama Vij",,
Rani Dongala Rani,None,,None,,1969,,B. Vittalacharya,,
Sanam Ni Shodhma,None,,None,,1925,Manilal M. Vaidya,"Gutabhai Vaidya, Dorothy, Maganlal Dave, Bhimbhai",,
Kaadaaru Maasam,None,,None,,1976,P. Balakrishnan,"Sadhana, Vincent",,
Love in Action,None,,Drama,,1976,,S.N.S. Sastry,,
Render,None,,"Short, Thriller",,2020,Siddhesh Patil,Piyush Wankhede,,
IPL Song: Dhoom Machi,None,,"Short, Music",,2018,,Tj Sandhuu,,
Laila Majnu,None,,"Drama, Romance",,1922,Jamshedji Jehangirji Madan,"H.B. Waring, Jeannette Sherwin, Dot Foy, Patience Cooper",,
Aadha Kilo Kaanda,None,,"Short, Comedy",,2018,Mithun Mohan Udyawar,"Vimal Gupta, Bushra Khan, Jay Singh Rajput, Swati Sharma",,
Mareyadiru Endendu,None,131,Drama,,2016,Mahesh Thejas,"Gamya, Aditya Raj Kapoor, P. Nagaraj, Shashikumar Nayaka",,
Yala Jeevan Aise Naav,None,,None,,1959,Raja Nene,"Raja Gosavi, Sharad Talwalkar",,
Mumbai Mega Floods,None,,Documentary,,2006,,,,
Vamsa Vilakku,None,,None,,1984,R. Krishnamurthy,"Shivaji Ganesan, Y.G. Mahendran, Ceylon Manohar, Nalini",,
Delhi No Dodh Chhel,None,,Comedy,,1926,,"Bapu, Miss Dwarki, Gangaram",,
Raat Ajj Di: Amiee Misobbah,None,,"Short, Music",,2021,"Team D.S. Creations, 
Dinesh Sudarshan Soi","Amiee Misobbah, Maesha Soi",,
Moon Lady,None,,"Short, Music, Musical",,2020,,R.S. Arun Prakaash,,
The Audition,None,,Short,,2012,,Rakesh Ns,,
Samosa with Sandy,None,,"Short, Comedy",,2015,Vamsi Krishna Muddu,Sandeep Hemnaoni,,
Shukdeo,None,,None,,1923,Kanjibhai Rathod,"Khalil, Tara",,
The Epiphany,None,12,"Short, Drama",,2016,Syed Shadan,"Rishabh Mukati, Nigar Farhan",,
Hanthakana Sanchu,None,,None,,1980,B. Krishan,"Arathi, Vishnuvardhan, Mukhyamantri Chandru, Halam",,
Naad - The Sound,None,22,"Short, Drama",,2021,Abhijit Ashok Paul,"Debasish Iyer, Srikanta Manna",,
Mamaku Tagga Kodalu,None,,None,,1969,,Rao C.S.R.,,
Aaradhana,None,,None,,2003,,,,
Haathi Mera Yaar,None,,Drama,,1995,,,,
Shadows of Darkness,None,,Short,,2016,,Arush Tagotra,,
Baghawat,None,,Action,,1968,,,,
Sales Lesson from fire by Avijit Ghosh,None,,Short,,2022,Avijit Ghosh,Avijit Ghosh,,
Nilanjana,None,,Drama,,2014,,,,
Bharta,None,,Drama,,2018,,,,
Harvale Man Maze,None,,Music,,2020,Dhananjay Sable,"Arjun Goregaokar, Snehal Bhujbal, Shyam Dandavate, Savita Hande",,
Sri Harikathe,None,145,Drama,,2010,Dayal Padmanabhan,"Pooja Gandhi, Sihi Kahi Geetha, Achyuth Kumar",,
Rhythm of the World,None,,"Short, Musical",,1998,,Sandhya Mridul,,
Sharing Experience,None,,Documentary,,1976,,Vishnu Mathur,,
MarginalizedAadhaar,None,69,Documentary,,2021,Subhashish Panigrahi,"Ramani, Usha Ramanathan, Dinabandhu Gamango, Savita Bailur",,
Kamiyabi Ke Raste,None,,Talk-Show,,2019,,,,
Mukyamantri Kaladodnappo,None,116,Drama,,2018,Shivakumara Bhadraiah,"Vishnu Achar, Bharath Bhadraiah, Shivakumara Bhadraiah, Babu Hirannaiah",,
I am Property,None,,"Documentary, Short",,2020,,Karry Padu,,
Mere Jazbaat,None,,"Short, Music",,2019,Kuldeep Rathore,"Preeti Kuntal, Karan Mirza",,
Ithu premamo,None,,"Short, Musical",,2012,Alphonse Puthren,"Raine Chawla, Bobby Simha",,
Bishabriksha,None,,None,,1928,,Jyotish Bannerjee,,
Pandrawi,None,,"Short, Horror",,2014,Mithun Mohan Udyawar,"Simran Bakshi, Simran Bakshi, Sakshi Kumar, Sharda Nand Singh",,
Dabba Ais Pais,None,128,Drama,,2015,Manish Joshi,"Sadashiv Amrapurkar, Yatin Karyekar, Ganesh Yadav",,
Nenu Naa Maya,None,,Short,,2018,,Nitin Chandra,,
Vote - Not for Sale,None,2,"Animation, Short",8.9,2013,,Anji Badam,,11
Kanniyin Sabatham,None,,None,,1958,,T.R. Raghunath,,
Criminal,None,,Crime,,2005,,Mandeep Bevli,,
Sita Haran Aur Anya Kahaniyan,None,5,Short,,2011,,Anusha Nandakumar,,
Tribal of Heaven,None,,"Adventure, Drama",,2017,,Satish Davara,,
Nirnay,None,160,Drama,,2009,Prasadh Inamdar,"Aadesh Bandekar, Prakash Inamdar, Nutan Jayant, Upendra Limaye",,
Prem Nagar,None,,Romance,,2022,,"Akanksha Bhardwaj, Rohit Sangwan",,
Aval Niraparaadhi,None,,None,,1979,M. Masthan,"Jose, Sathaar, Philomina, Pattom Sadan",,
Zindagi,None,,"Short, Musical",,2015,Atul Rampal,Saniya Sareen,,
Poya Velaya Patthukkittu,None,,Drama,,2018,,Mahi Parasuraman,,
Chakravarty Vikramaditya,None,,Fantasy,,1964,,"Anjali Devi, S.V. Ranga Rao, N.T. Rama Rao",,
Miradatar,None,13,"Documentary, Short, History",,2010,"Ahmedabbas Momin, 
Jagrut Raval, 
Rajesh Sagara","Chandu Bai, Shamsu Mian, Parimal Patel",,
"Tumi Suwa Jetia, Mukti",None,,"Short, Romance",,2006,,"Zubeen Garg, Gayatri Mahanta",,
Wakde Guruji,None,,"Short, Comedy",,2020,Vinayak Mali,Vinayak Mali,,
Jannat Zubair ft. Rohan Mehra: Ishq Farzi,None,3,Music,9.7,2019,"Ramji Gulati, 
Shashank Chopra","Niharikaa Agarwal, Rohan Mehra, Jannat Zubair Rahmani",,7
Jhinjhinyar Jer,None,,None,,1936,Phani Burma,"Tarak Bagchi, Anath Basu, Kumar Mitra",,
Munnott,None,14,"Short, Drama",,2022,,"Ganeshkrishnakumar, Anirudh Manoj, Karthick Reju",,
Gulenar,None,,None,,1930,D.A. Daneker,"Nurjahan, Vaze",,
Sangeet,None,,Romance,,1978,,,,
Azhagana Rakshassy,None,22,Drama,,2014,,,,
Devi Phullara,None,,Drama,,1938,Tincory Chakrabarty,"Manoranjan Bhattacharya, Durgaprasanna Bose, Tincory Chakrabarty, Ahindra Choudhury",,
Chi Tu Yuvakara Sangha,None,,"Comedy, Romance",,,Shivu Ramanagara,"Mahantesh Hiremath, Sanath, Viranika Shetty",,
Sugar Cosmetics TVC - Smudge Me Not Liquid Lipstick,None,,Musical,,2020,,Tiyash Sen,,
Lingababu & Co - The Hitopadesham,None,7,"Short, Comedy",,2019,Nikhil Jogi,"Shaik Abid, Rajesh Kumar Chidurala",,
Barister shankarnarayan,None,,Family,,2013,Tara,Kumar Raj,,
August,None,5,"Short, Drama",,2014,Shishir Jha,Rajeev Yadav,,
Jiboner Rong,Not Rated,121,Drama,,2013,Dipankar Bhattacharya,"Victor Banerjee, Locket Chatterjee, Rajatabha Dutta, Dulal Lahiri",,
Solitude,None,,"Short, Drama",,2021,Sathya M.S.,Badava Gopi,,
Murders by Masses,None,,Drama,,2021,,"Prabhat Kumar Singh, Praneet Bhati, Sinchana Hegde, Puneet",,
Hex Eye,None,9,"Short, Sci-Fi",,2020,Gln,Nandini Tiwari,,
Wonders of the Universe,None,,"Animation, Short, Adventure",,2022,,,,
Yerudu Mane Meena,None,,None,,1989,,,,
Lohini Vasulat,None,,None,,1929,Pandurang Talegiri,"Gade Baburao, Gangubai, Wamanrao Kulkarni, Sundarrao Nadkarni",,
Malankattu,None,,None,,1980,Ramu Kariat,Prathima,,
Avathaaram,None,,None,,1981,P. Chandrakumar,"Mala Aravindan, Paravoor Bharathan, Kunchan, G.K. Pillai",,
The Cure,None,23,"Documentary, Short",,2015,Bobby Vats,"Bobby Vats, Bobbyvats, Ayeshia Patel",,
If You Fall,None,6,"Short, Adventure",,2017,Tisha Deb Pillai,"Neel Gupta Bhattacharya, Mandovi Ray Chaudhuri, Sutapa Deb, Sudhir Pillai",,
Lock Down kerala adil thuluvath,None,,Short,,2020,,Adil Thuluvath,,
Bansari Bala,None,,None,,1936,A.M. Khan,"Gohar Jan, Shankar Vazare",,
Yashpal,None,15,"Short, Drama",,2017,Girish A.D.,"Sajin Cherukayil, Rajesh Nanoo, Dinoy Poulose",,
Cycles,None,18,Short,,2015,,Ashish Naik,,
Ruswayi,None,,"Short, Music",,2018,Harjaspreet Singh,"Bid, Manoj Kumar, Prachi Uppal",,
Vande Mataram,None,,"Short, Music",,2017,,Rochak Sahu,,
Moscow Kavala,None,,Drama,,,Binoy Veloor,"Babu Namboothiri, Daveed John",,
Rajni Jangra Ka Ragni Pitara,None,63,Music,,2021,Shubham Parihar,Rajni Jangra,,
Heroes - Moments and Memories,None,22,Talk-Show,,2013,,"Roshni Chopra, Shoaib Akhtar, Shikhar Dhawan, Ravindra Jadeja",,
Celebrate Financial Freedom with UTI Mutual Fund this Women's day,None,,"Short, Family",,2021,Pinaki Bose,Ritu Sharma,,
Off the Record,None,,"Short, Drama",,2021,Chintan Dangar,"Chirag Katrecha, Tej Joshi, Akash Trivedi, Hardik Khokhani",,
Hotat Hangout,None,20,"Short, Drama",7.8,2015,"Soumava, 
Soumyodeep","Jammy, Rai, Tanu",,13
"Childrens Home, India",None,10,"Documentary, Short, Drama",,2014,,"Nick Higgins, Kristina Robbins",,
Kombay,None,,None,,2017,Hafiz Ismail,"Charles Arun, Theertha",,
Dhadkan,None,,"Short, Romance",,1999,,Tanya Singh,,
Katha Vachak,None,26,Short,,2020,,"Sachin Srinath, Deepak Srinivasan",,
Charan Dada,None,,Action,,1989,,"Nadiya, Charan Raj",,
Tere Sath by Yakshaj Jagtap & Siddhant Lokhande,None,,"Short, Musical",,2020,Yakshaj Jagtap,Yakshaj Jagtap,,
Dagabaaz Dushman,None,,None,,1931,,Kantilal Patel,,
A Visit to the Market,None,24,Short,,2006,Abhineet Gogne,Ayesha Mohan,,
Vihari,None,,Drama,,,,,,
Yaari_Never ends,None,,Short,,2021,Trilochan Naik,"Amardeep Kamboj, Bakul Pande",,
Atabommalu,None,,None,,1966,G. Vishwanathan,"S.V. Ranga Rao, Varalakshmi G.",,
Bawraa,None,28,"Short, Drama",8.7,2018,Fenil Seta,"Harsha Chopda, Kishan Chouhan, Pravin Gangwani, Harsha Gupte",,7
Dread House,None,,"Short, Horror",,2020,Amit Malvankar,"Akshay Kr, Nitish Vishwakarma",,
Hotel High Range,None,,None,,1968,P. Subramaniam,"Bahadur, Paravoor Bharathan, Nellikode Bhaskaran, Kottarakkara Sridharan Nair",,
Happy to Be Single,None,,Comedy,6.3,2014,Shreekarthick,"Abhinav, Deekshitha, Ramee, Shreekarthick",,9
Every Diwali Ever,None,9,"Short, Comedy",,2021,Team Nticboys,"Sm Ravi Chauhan, Naveen Koshle, Vikram Thakur, Suraj Vishwakarma",,
Via Metro,None,,"Short, Drama",,2017,Rushikesh Rokade,"Rupesh Gaikwad, Rohit Lokhande",,
Deewana Tera Ho Gaya,None,6,"Short, Musical",,2019,,Prakash Tiwari Madhur,,
Gnana Sundari,None,,None,,1935,,R.S. Prakash,,
Uprant,None,,Drama,,1987,,"Mohan Agashe, Sudhir Pandey, Ranjana",,
Kimat,None,,"Short, Drama",,2020,,Rahul Suryavanshi,,
Bedtime Stories - The Mimic,None,,"Short, Horror",,2019,Arijit Kundu,Moinak Dutta,,
Highland,None,,Thriller,,,Pierre Soltowski,"Rishi Bhutani, Zephyr Devitalis, Catherine Bedeau, Sarah Deffeyes",,
Changing Lanes,None,27,"Short, Drama",,2016,Aniruddha Chatterjee,"Swapnila Gupta, Hriiday Malhotra, Shreya Mazumder, Surojit Sen",,
Aayi Holi,None,,"Short, Music",,2017,Desi Funster,"Desi Funster, Rahul Kumar, Garu Ram",,
Rab Raakha (PTC Box Office),None,,"Short, Thriller",,2019,Jeet Matharru,"Hashneen Chauhan, Gagneet Singh Makhan",,
Nizhalil,None,,"Short, Music",,2020,Binshad,"Abhaynadh, Albin Antu, Noufal Loyal, Gouri Parvathy",,
Every Holi Be Like,None,8,"Short, Comedy",,2020,Ayush Kohli,"Sahibnoor Singh, Shyrinn Anicka, Deepanshu Gulati, Mehak Gupta",,
Rayta,None,,"Short, Comedy",,2018,Raman K. Jangwal,"Love Joshi, Nancy Marwah, Karunebhav Singh",,
Special 21,None,,Drama,,,Nitin Narayanan,"Riyaz Khan, Ranjith, Maanav, Julie Hendry",,
Smaranika,None,13,"Short, Drama",,2021,Kuresh Maharana,"Sanoj Kumar, Sreenivas Rao, Tulasi Priyadarshani Rath",,
Little city blues,None,,"Documentary, Short",,2015,,Pranom Dutta Mazumdar,,
What Happens When,None,,"Short, Musical",,2012,Rohan Austin Goes,"Abhishek Banerjee, Atiya Jaffri, Nishita Sagvekar, Richa Shah",,
Rangile Dost,None,,None,,1944,,Aghajani,,
Sway Featuring Mallika Sherawat,None,,"Short, Music",,2010,Yogesh Dixit,Mallika Sherawat,,
Thayi Thangai Pasam,None,,None,6.3,1995,Thesingu Rajendar,"Thesingu Rajendar, S.S. Chandran, Jaishankar, Keerthana",,14
Peetal Raag,None,,"Documentary, Short",,2008,,Rajeev Shankar Gohil,,
Ek Anhonee,None,,"Drama, Horror, Thriller",5.6,2010,Dhiraj Kotkar,"Mona Ambegaonkar, Aurangzeb Khan Chandia, Raj Singh Chaudhary, Raja Chaudhary",,10
Antim Sougat,None,,"Short, Drama",,2018,Manoj Jain,Sananda Roy,,
Window Calls U,None,14,"Short, Drama",,2008,Robin Das,Gargi,,
Landfills on Fire,None,,Short,,,,,,
Mahasangram,None,,Action,5.8,2006,Kumarjit Patitundu,"Mithun Chakraborty, Supriya Choudhury, Rituparna Sengupta",,16
Idhayathiley Oru Idam,None,,None,,1980,,,,
Lost again,None,,"Short, Music",,2021,Raj Kamal Suthar,"Ebadat Bhat, Disha Mahana, Shivali Rajput",,
Gori main to kalje lakhyu taru naam,None,,Drama,,2014,Niranjan Sharma,"Hansmukh Bhavsar, Nishant Pandya",,
Dheiva Vamsam,None,,None,,1973,,,,
Alyssa from Nowhere,None,4,"Short, Drama, Mystery",,2012,Sidharth Dhanda,Rukmani Dhanda,,
Radha Ghelo Kan,None,,Drama,,1991,,"Ranjit Raj, Sripradha",,
Mango Jam,None,,"Short, Drama",,2021,Kartikeya Singh,"Mrinalini, Navein Singh",,
Gwalan,None,,None,,1931,Nagendra Mazumbar,"Eddie Billimoria, Sultana",,
Mr. Duplicate,None,,Drama,,2011,Kodulu Ramakrishna,"Sudha Belawadi, Ramesh Bhat, Prajwal Devaraj",,
Shri Markandeya Avtaar,None,,None,,1922,Shree Nath Patankar,"Baba Vyas, Damie, C.C. Shah",,
The Watch,None,,"Short, Drama",,2017,Asif Anis Khan,"Pushpendra Sodhi, Shivi Premjani, Somya Yadav, Anandrao Jadhav",,
Poona Races 1898,None,,"Documentary, Short",,1898,,Phillip Anderson,,
Mahek,None,,Drama,,2017,,"Ravi Parmar, Nishant Suru, Visha Vira",,
Bharati Balak,None,,None,,1931,Aga Hashr Kashmiri,"Patience Cooper, Mohammad Isaq, Mohan, Dadi Sarkari",,
The Confluence,None,27,Short,,2014,Shantanu Kakde,Amar Nath Tripathi,,
The Coconuts That Made God,None,15,"Short, Drama",,2010,Varun Sharma,"Kailash Gaikwad, Jyoti Jha",,
Banjui,None,,None,,1978,,Abdul Majid,,
Kaay Raav Tumhi,None,,Comedy,,2015,Mrunalini Patil Dayall,"Hemant Dhome, Niyati Joshi, Yatin Karyekar, Ravindra Mahajani",,
Fauji ago Yodha,None,,Action,,2012,Shivam Tiwari,"Deepak Bhatiya, Rani Chatterjee, Manoj Tiger, Shivam Tiwari",,
Dhamaal Balachi,None,,Drama,,2018,"Kisan Bongale, 
Anil Kashikar","Ramesh Bhatkar, Komal Dhonde, Madhavi Jadhav, Apkesha Kashikar",,
Lalach,None,,Action,,1960,R.D. Rajput,"Shakeela Bano Bhopali, Kamran, Sheila Kashmiri, Arvind Kumar",,
Ravi Kumar Bum Bhole Nath,None,,"Short, Music",,2020,Himanshu Mutreja,Ravi Kumar,,
Wasted,None,,"Short, Drama",,2017,Balli Kamble,"Prashant Rathore, Balli Kamble, Ravikant Kumar",,
Atikram,Not Rated,119,Drama,,1994,Amal Dutta,"Chiranjit, Devika Mukherjee, Papiya Adhikari, Madhavi Mukherjee",,
Bati Bhorai,None,4,"Short, Music",,2010,Rajesh Bhuyan,"Vitali Das, Zubeen Garg",,
Bread Butter,None,12,Short,,2019,Anvesh Puri,"Akansha, Anandit, Ananya Dutta, Raushan Rajeev",,
Are You Alright,None,4,Short,,2021,Sapan Taneja,Sofia Ashraf,,
Poetry of Whispers,None,,Short,9.0,2019,Maharshi Tuhin Kashyap,"Maitri Das, Eemon Ray, Apurba Saha",,8
Bibek,None,38,"Short, Drama",,2011,Purab Kohli,"Krishna Lama, Bibek Tamang, Bhuwan Thapa",,
Casual Talk,None,27,"Short, Drama",,,,Ramesh Kumar,,
Power for All,None,,Short,,2008,Satya Vivvek,"Brian Martin, Farah Siddiqui",,
Maa Samaleswari,None,,Drama,,,,"Tapi Mishra, Sayantani Dutta",,
Saarey Shaitirish,None,,Fantasy,,,,"Chitrangada Satarupa, Soham Majumdar, Shataf Figar, Solanki Roy",,
Devi,None,,"Family, Romance",,,,Christopher Dalton,,
Islam Is Awesome: Short Film - Main Naastik Hoon,None,11,"Short, Drama",,2015,Moin Khan,Raghaw Raj,,
Swych Gift Cards India Ad - Best Diwali Gift,None,,"Short, Family",,2018,,Rakesh Thakar Raka,,
Oru Thamizanum Oru Agadiyum,None,30,"Short, Drama, Family",,2009,Kalanithi B.,Jayakumar S.K.,,
Ente Archana,None,,Comedy,,2003,,,,
Nirvana: Short Documentary,None,,"Documentary, Short",,2015,Jainee,"Prem Gautam, Baba Vijyanand",,
Lagan,None,,"Short, Music",,2020,Nikhil Vision,"Azad, Black Joker",,
Enikku Njan Swantham,None,,None,,1979,P. Chandrakumar,"Madhu, Ambika, Paravoor Bharathan, Nandita Bose",,
Man and Animal Conflicts,None,,"Documentary, Short",,2020,,Mohit Nirmala,,
Nasibi Ni Leeli,None,,None,,1927,Mohan Dayaram Bhavnani,"Ermeline, Jilloo, Sulochana, Madanrai Vakil",,
Bride Coconut,None,,"Short, Drama",,2016,Romil Modi,"Debtosh Darjee, Trushant Ingle, Chhaya Kadam, Mukesh Prajapati",,
Ramayanam,None,,Fantasy,,1932,,"T.P. Rajalakshmi, T.S. Mani",,
Jannatien,None,,"Short, Romance",,2018,Nadeem Ansari,"Muzahid Khan, Nikita Soni",,
Shrimant Bhausaheb Rangari online cultural festival,None,,Family,,2020,,"Vinod Satav, Pravin Tarde, Mrinal Kulkarni, Ananya Chadha",,
Ente Pathanamthitta - Pathanamthitta Theme Song,None,,"Short, Musical",,2020,,Vishnu Adoor,,
Mwunzinam,None,,"Short, Drama",,2017,,"Ha Ana, Taba Juna, Likha Rajum",,
Garibni Dikri Sasriya Ma Thikri,None,,Drama,,2011,,Late Jitu Rathore,,
Prem Ki Aag,None,,Drama,,1936,M.L. Kapoor,"Mukhtar Begum, Husn Banu, Bhai Desa, Pranshanker Acharya",,
