Movie Names,Certificate,Duration,Genre,Rating,Years,Director,Actors,Gross,Votes
Humne Pakar Li Hai,None,,"Short, Musical",,2004,,"Munmun Dutta, Daler Mehndi",,
Sankha Sindura,None,,Drama,7.2,1985,Vijay Bhaskar,"Sujata Anand, Jaya B., Narendra Behera, Hemanta Das",,9
Valayal,None,120,Drama,,2019,A. Gurusekara,"Bhavya Sri, Sakthee Sivan",,
Bon Appetit,None,,"Short, Drama",,2021,Nabil Solanki,"Arpita Banerjee, Shantanu Divecha",,
Judgement,None,,Drama,,1990,,Mohan Gandhi,,
Dial 100,None,24,"Action, Drama",,2000,,"Murli Sharma, Abhimanyu Singh, Kainaaz Parvez, Anup Shukla",,
Bujjigadi Babai,None,128,Drama,,1990,Ranga Rao Kurra,"V.K. Naresh, Nirosha, Tarun",,
Hero Boy,None,,None,,1985,,Kranthi Kumar,,
Note Out,None,145,Drama,4.7,2011,Kutty Naduvil,"Nishan, Mithra Kurian, Jagathi Sreekumar, Suraj Venjaramoodu",,7
Jolly 1995,None,15,"Short, Drama, Romance",9.3,2020,Ajay Sharma,"Nida Chakraborty, Eshaan Shanker",,6
Bhakton Ki Bhakti Mein Shakti,None,,Reality-TV,,2016,,"Saurabh Raj Jain, Mouli Ganguly, Mazher Sayed, Manoj Chandila",,
Average Introvert - AI,None,,None,,2021,,Balaji Gnanaseharan,,
Thuru,None,,"Short, Comedy",7.2,2010,Karthik Subbaraj,Vijay Sethupathi,,27
Maa Durga Shakti,Not Rated,148,Drama,,1999,,"Devaraj, M.N. Lakshmi Devi, Charu Haasan, Sharath Lohitashwa",,
302,None,,Action,,2021,Taj,"Jagtar Benipal, Jass",,
Piece of You,None,14,"Short, Drama, Family",,2017,Leah Samuel,"Byron Clohessy, Robert Clohessy, Sigrid Hörgberg, Inna Swinton",,
Kiti Hasaal,None,,None,,1942,Vasant Joglekar,"Chitnis, Jaishankar Danve, Kusum Deshpande, Dongare",,
Bird of Dusk,None,92,Documentary,6.8,2018,,Sangeeta Datta,,6
Shankar Narayan Bank,None,,Drama,,1956,Niren Lahiri,"Chhabi Biswas, Kaberi Bose, Chhayadevi, Vasant Choudhury",,
Sauda,None,,"Crime, Drama",,1974,Sudesh Issar,"Vinod Khanna, Yogeeta Bali, Sudhir Bajaj, Ranjeet Bedi",,
Kantheredu Nodu,Not Rated,135,None,8.9,1961,T.V. Singh Thakore,"T.N. Balakrishna, G.V. Iyer, Leelavathi, Rajkumar",,15
Veeranna,None,140,Drama,,2005,Kalanithi B.,"Venniradai Moorthy, Napolean, Vadivelu",,
Pani Vizhum Nilavu,None,132,Drama,,2014,Kaushik Lakshminarasimhan,"Eden Kuriakosse, Venniradai Moorthy, Pandiarajan, Kovai Sarala",,
A Story of a Call Girl,None,,Thriller,,2000,Teerat Singh,"Pinky Chinoy, Ali Khan, Anjali Kolhapuri",,
Dhuen Ki Lakeer,None,,"Drama, Romance",,1974,Kishore Sahu,"Ramesh Aurora, Parveen Babi, Urmila Bhatt, Ashish Bohra",,
Eelam,None,,Drama,6.5,2019,Vinod Krishna,"Antony Thekkek, Kavitha Nair, N.G. Roshan, Josekutty Madathil",,33
Agent Gopi,Not Rated,129,Action,8.1,1978,K.S.R. Das,"Krishna, Jaya Prada, Prabhakar Reddy, Jayamalini",,17
Gnanaserukku,None,96,Drama,9.0,2018,Dharani Rajendran,"Veerasanthanam, Veera Eyinan, Thamizh Maran",,21
Happy Independence Day,None,,"Short, Drama",,2014,Divyansh Pandit,"Ashmita Jaggi, Mithilesh Chaturvedi, Aadil Hussain Jaipuri",,
Tera Karam Mera Dharam,Not Rated,120,Romance,,1987,K.K. Reddy,"Raj Kiran, Sachin Pilgaonkar, Preeti Sapru, Roshni",,
Crimes & Confessions,None,,None,,2021,,,,
Aatli Batli Phutli,None,111,Drama,,2015,Amol Padave,"Vibhav Borkar, Swapnil Jadhav, Jeevan Karalkar, Aditya Kawale",,
Vote For Ghagra: The Cartoon Remix,None,,"Short, Musical",,2000,,Niki Walia,,
Raghumaina,None,,None,5.9,1983,Rajdutt,"Madhu Kambikar, Nana Patekar, Nilu Phule, Ashok Saraf",,9
Dyavre,None,,Drama,9.0,2013,Gadda Viji,"Yograj Bhat, Chethan Gandharva, Sonia Gowda, Sonu Gowda",,6
Sanyashi Raja,None,,Drama,,2017,,"Adrija Addy Roy, Rohit Samanta, Shaheb Chattopadhyay",,
Bristi,None,122,Romance,,1974,Deuti Barua,"Bindiya Goswami, Bishnu Kharghoria",,
Ramanan,None,,None,,1967,D.M. Pottakkadu,"Adoor Bhasi, Nellikode Bhaskaran, Kottayam Chellappan, Manavalan Joseph",,
Thagapansamy,Not Rated,129,Action,4.6,2006,Shiva Shanmugam,"Vincent Ashokan, Karunas, Mahadevan, Namitha",,17
Manan Ni Therapy,None,25,Talk-Show,8.9,2020,,"Manan Desai, Deep Vaidya, Om Bhatt, Chirayu Mistry",,39
Albeli... Kahani Pyar Ki,None,,Drama,,2015,,Pranav Misshra,,
Jodi No.1,Not Rated,135,Romance,6.0,2003,Pratani Rama Krishna Goud,"Uday Kiran, Venya, Pratani Rama Krishna Goud, Gundu Hanumantha Rao",,8
Mucheettu Kalikarante Magal,None,,None,,1975,Thoppil Bhasi,"Alummoodan, J.A.R. Anand, Bahadur, Paravoor Bharathan",,
Be Dhari Talwar,None,,Action,,1929,Bhagwati Prasad Mishra,"Asooji, Eddie Billimoria, Ermeline, Prithviraj Kapoor",,
Premika,None,149,"Action, Drama, Romance",,2017,Mahindra,"Tanish Alladi, Bhupesh Varma, Sruthi Yugai",,
Saami Potta Mudhichhu,None,124,None,4.4,1991,R. Sundarajan,"Murali, Sindhu, R. Sundarajan, M.N. Nambiar",,7
Meenakshi Kadhalan Ilangovan,None,,Drama,,2016,S.N. Ariram,"Saravanan, Singamuthu, Kadhal Thandapani",,
Shades of a Kite,None,25,"Short, Drama, Horror",,2020,Mohamed Sohal,"Sruthi Hariharan, Veenah Naair, Gilu Joseph, Anand Ekarshi",,
Shree Kaamdev Prasanna,None,,Comedy,6.8,2019,,,,13
Thaamb Lakshmi Kunku Lavatey,None,,None,6.0,1967,Datta Dharmadhikari,"Madhu Apte, Raj Shekar",,6
Swapna Lokathe Balabhaskaran,None,130,"Comedy, Drama, Romance",5.7,1996,Rajasenan,"Jayaram, Annie, Dileep, Paravoor Ramachandran",,165
Alliyambal,None,23,Drama,7.2,2018,,"Pallavi Gowda, Jai Dhanush, Benny John",,9
Om Sai Ram,None,,Drama,,2012,Hara Patnaik,"Sabyasachi Misra, Buddhaditya Mohanty, Manas Mishra, Prakruti Misra",,
Navagraham,None,,None,7.1,1970,K. Balachander,"Lakshmi, R. Muthuraman, Nagesh, Ragini",,24
Kumbh - The Other Story,None,91,Documentary,,2021,,Pawan k Shrivastava,,
Kukka Katuku Cheppu Debba,None,,Drama,6.7,1979,Eranki Sharma,"Madhavi, G.V. Narayana Rao, Chiranjeevi, Hemasundar",,22
Aiye,None,,None,,1949,Lala Yaqoob,"Sulochana Chatterjee, Jankidas, Ashraf Khan, Masood",,
Masti,None,156,Action,,2007,Shivamani,"Jennifer Kotwal, Shashi Kumar, Mico Nagaraj, Upendra",,
Konjam Sirippu Konjam Kobam,None,,"Action, Drama, Romance",,2011,Sampooranam,"Anusha, 'Ganja' Karuppu, Vijay Kumar, Angadi Theru Mahesh",,
Checkmate,None,,"Short, Mystery",,2022,Rohit Vishal,"R Narendra, Akanksha Priya Srivastava",,
Chhand Priticha,None,134,None,,2017,N. Relekar,"Subodh Bhave, Suhasini Deshpande, Suvarna Kale, Harsh Kulkarni",,
Danka,None,,Drama,,1954,Jagatrai Pesumal Advani,"Amarnath, Hiralal, Nimmi, Om Prakash",,
Grihalakshmi Ka Jinn,None,24,None,,1994,,"Rita Bhaduri, Akhil Mishra, Manju Mishra, Raj Zutshi",,
Premer Kahini,None,,Drama,,2017,,"Rajdeep Gupta, Roshni Bhattacharyya, Rupanjana Mitra, Indrasish Roy",,
Yatudhan,None,,Thriller,,2021,,"Sanket Singh, Shiva Rindani, Shabaaz Abdullah Badi, Paras Randhawa",,
Kahkashan,None,,Drama,6.3,1991,,"Irrfan Khan, Deepti Naval, Farooq Shaikh, Raj Zutshi",,17
Kattu Pookkal,None,,None,,1965,K. Thankappan,"Paravoor Bharathan, Adoor Bhasi, Nellikode Bhaskaran, Kottayam Chellappan",,
Headmaster,Not Rated,83,Drama,7.5,1959,Agragami,"Chhabi Biswas, Karuna Bannerjee, Ranjana Bandyopadhyay, Shyamal Ghoshal",,24
Harmless,None,20,"Short, Adventure, Crime",,2018,Vishesh Mankal,"Swapnil Ajgaonkar, Satyendra Chauhan, Abhijit Chitre, Aniruddha Khanwilkar",,
One Last Time,None,,"Short, Drama, Romance",,2018,,Bishal S. Roy,,
Mangala Nayaki,None,,None,,1980,"R. Krishnan, 
S. Panju","Jai Ganesh, Goundamani, Suruli Rajan, Shobana",,
Neruppukkul Eeram,None,,None,,1984,,"Ambika, B. Thyagarajan",,
Then He Kissed Me,None,,"Short, Musical",,1988,,"Biddu, Nazia Hasan, Meera Syal, Rita Wolf",,
Naan Petra Selvam,None,163,None,6.4,1956,K. Somu,"Shivaji Ganesan, S.V. Ranga Rao, Varalakshmi G., M.N. Nambiar",,8
Sree Tulsidas,None,,None,,1950,Hiren Bose,"Sikharani Bag, Gurudas Bannerjee, Chhayadevi, Manorama Devi",,
Days of Borapura,None,,Comedy,8.3,2018,Aditya Kunigal,"Suchendra Prasad, Shafi, Anita Bhat, Pramod Shetty",,6
Honeymoon,None,140,"Drama, Family",9.0,1960,Lekhraj Bhakri,"Manoj Kumar, Sayeeda Khan, Vijaya Choudhury, Jeevan Dhar",,17
Pagal,None,142,Drama,,1940,Abdul Rashid Kardar,"Madhuri, Prithviraj Kapoor, Noor Mohammad Charlie, Khatun",,
Har Kadam Par Shaque,None,40,None,,2009,,"Achala Sachdev, Nidhi Seth, Priya Bapat, Bhanu Uday",,
Kamal Ke Phool,None,,"Drama, Family",,1950,D.D. Kashyap,"Amarnath, Suraiya, Jeevan Dhar, Raj Mehra",,
Tari Yaad Ma Jindagi Javani,None,100,Drama,,2021,Jitu Pandya,"Arzu Limbachiya, Rina Soni, Vikram Thakor",,
Nykaa - Rakshabandhan Campaign (Branded Content),None,,"Short, Family",,2019,Harsh Parekh,"Apoorva Arora, Bikramjeet Kanwarpal, Veer Rajwant Singh, Kriti Vij",,
Hasa Luha Bhara Duniya,None,,Drama,,1990,Pranab Das,"Narendra Behera, Debu Bramha, Mihir Das, Aparajita Mohanty",,
Aradhana,None,,None,,1977,Madhu,"Madhu, Jose Prakash, Prem Prakash, Prema",,
Meiyyazhagi,None,120,Drama,,2013,Rt Jayavel,"Jai Quehaeni, Yuthan Balaji",,
From the Shadows,None,76,Documentary,,2022,Miriam Chandy Menacherry,"Leena Kejriwal, Hasina Kharbhih",,
Maa Kamakhya,None,45,Romance,,2007,Rajesh Bhuyan,"Jatin Bora, Raag Oiinitom, Shyamontika Sharma",,
Souhrudam,None,,"Comedy, Drama",5.4,1991,Shaji Kailas,"Mukesh, Urvashi, Saikumar, Parvathi",,26
Kisaan Zindabaad,None,,"Short, Music",,2021,Siddharth Sen,"Hawa Singh Sansari, Siddharth Sen, Kisaan Bhajan Singh",,
Jagannatakam,None,,"Action, Thriller",,2015,Pradeep Nandan,"Khenisha Chandran, Abhinav Gomatam, Pradeep Nandan, Sivaji Raja",,
Miruga Manithargal,None,19,"Short, Horror, Thriller",,2015,Karthikeyan,"Ajay, Ashok, Balaji, Muthu",,
Mahindra SEZ Film,None,10,"Documentary, Short",,2014,,Ankur Pajni,,
Akal De Anne,None,,Comedy,,,Ranjeet Bal,"Sonia Kour, Karamjit Anmol, Sandeep Malhi, Sardar Sohi",,
Sheikh Chilli,None,,"Comedy, Fantasy",,1942,Kikubhai Desai,"Moti, Navinchandra, Vasantrao, Bose",,
Ik Tera Pyar: Master Saleem feat. Rishi Rich,None,,Music,,2016,Sumit Bhardwaj,Master Saleem,,
Hello Bollywood,None,,News,,1994,,"Pak Daddy, Shehzad Khan, Kashmira Shah",,
Tiger,None,,"Mystery, Thriller",,1993,,"Rishabh Shukla, Vijay Kadam, Arundhati Ganorkar, Arun Bali",,
Clapstick,None,,"Drama, Romance",,2016,Biswanath Chakraborty,"Soumitra Chatterjee, Bodhisattva Mazumdar, Kinni Modak, Kharaj Mukherjee",,
Dead Silence,None,,"Short, Horror",,2021,Duane Dsouza,Duane Dsouza,,
Yaanai Mel Kuthirai Sawaari,None,,None,,2016,,"Krishnamoorthy, Motta Rajendran, Sumathi, Swaminathan",,
Pulwama Key No 1026,None,,War,,,,,,
Tonsil,None,,Drama,7.0,1956,Tapan Sinha,"Anup Kumar, Bhanu Bannerjee, Jahar Roy, Madhavi Mukherjee",,12
Joy-The Feathers of Life,None,94,Drama,,,Varun Singh Rajput,"Varun Singh Rajput, Asawari Kamwani, Ipsit Nayak, Ali Satunwala",,
Yuddhakanda,Not Rated,146,None,8.3,1989,K.V. Raju,"V. Ravichandran, Devaraj, Bharathi, Shashikumar",,45
Pillai Selvam,Not Rated,130,None,,1974,,,,
Mazhu,None,,None,6.8,1982,P.K. Krishnan,"Sathaar, Sukumaran, Balan K. Nair, Lalithasree",,11
Rani Kasularangamma,Not Rated,114,Drama,5.1,1981,Prasad Tathineni,"Chiranjeevi, Sridevi",,31
Jari Booti,None,,"Short, Comedy",,2022,Kundan Alexzed,"Kundan Alexzed, Mani Meraj, Shashi Yadav",,
Dattuputhran,None,,None,,1970,Kunchacko,"Abraham, Alummoodan, P.J. Anthony, Kaduvakkulam Antony",,
Ek Chutki Aasmaan,None,,Family,,2010,,"Upasna Singh, Chhavi Mittal, Manav Sohal, Pritish Roy",,
Sathurangam,None,,"Action, Romance",5.6,2011,Karu Pazhaniappan,"Srikanth, Sonia Agarwal, Mahadevan, Saranya Ponvannan",,56
Pramukhan,Not Rated,125,Drama,1.7,2009,Salim Baba,"Kalabhavan Mani, Lakshmi Sharma, Anoop Chandran, Bindu Panikkar",,11
Amchem Noxib,None,,Drama,9.4,1963,A. Salaam,"C. Alvares, Antonette, Arrosim, Bela Bose",,6
Blink,None,20,"Short, Drama",,2022,Himanshu Yadav,"Himanee Bhatia, Bhavish Kukreja",,
Laaloo,None,,Family,,2022,Uttar Kumar,"Megha Choudhary, Rajender Kashyap, Uttar Kumar, Rajeev Sirohi",,
Maut Ke Peeche Maut,None,95,Horror,,2003,Kishan Shah,"Hemant Birje, Brij Gopal, K.K. Goswami, Amit Pachori",,
Oppo Mobile Digital Ad,None,,"Short, Reality-TV",,2017,Dimple Dugar,"Vani Vashishth, Pooja Sisodia, Shilpi Rathi, Dipali Sharma",,
Dil Mera Chahe,None,5,"Short, Music",,2017,Faizal Khan,"Manish Sharma, Shashaa Tirupati",,
Vitthala,None,133,Drama,7.2,2018,Lucky Anand,"Dilip Bhagora, Jaymin Gajjar, Rutesh Patel",,6
Nagar Darpane,Not Rated,140,Drama,8.0,1975,"Tarun Majumdar, 
Dilip Mukherjee, 
Sachin Mukherjee, 
Yatrik","Uttam Kumar, Kaberi Bose, Supriya Choudhury, Haradhan Bannerjee",,14
Sarimen,None,10,"Short, Documentary",,2020,Qaushiq Mukherjee,Qaushiq Mukherjee,,
Chaduvu Samskaram,None,115,Drama,,1974,Rajasri,"Gummadi, Ranganath, Gokina Rama Rao, Kaikala Satyanarayana",,
Ente Sathyanweshana Pareekshakal,None,135,Comedy,,,Kukku Surendran,"Rahman, Suraj Venjaramoodu, Mythili, Ashwathy Warrier",,
Inspector Eagle,None,,Adventure,6.7,1979,Vishwamitter Adil,"Sanjeev Kumar, Neelam Mehra, Bindu Desai, Ranjeet Bedi",,10
Digambara Samiyar,Not Rated,173,Thriller,,1950,T.R. Sundaram,"M.N. Nambiar, Narasimhabharati, Balasubramaniam D., M.G. Chakrapani",,
Roop Rab Da,None,,Biography,,2006,,Taranjiet Singh Namdhari,,
Lolan,None,,"Short, Music",,2021,Saqib Wani,"Bismah Meer, Besma Mir, Jibran Mushtaq, Saqib Wani",,
Bhagwan... tera Bhala ho!,None,108,"Comedy, Drama",,2012,Mohan Azaad,"Vijay Singh Parmar, Priyam Tiwary, Madhav Banati, Urvashi Yadav",,
Baap Re Baap,None,165,Drama,,2017,G.J. Rocks,"Gaurav Jha, Umesh Singh",,
Mooga Nomu,None,168,Drama,8.2,1969,Yoganand,"Akkineni Nageshwara Rao, Jamuna, S.V. Ranga Rao, Chittor V. Nagaiah",,27
Shree Krishna Leelai,None,130,Drama,6.7,1977,A.P. Nagarajan,"Jayalalitha J, Sivakumar, C.R. Vijayakumari, S. Varalakshmi",,6
Endless,None,7,"Short, Thriller",,2017,Pranav Gandhe,Nishat Mallick,,
Bhai Sahab,None,,None,,1954,Ravindra Dave,"C.H. Atma, Smriti Biswas, Jagdeep, Ratan Kumar",,
Peppe,None,,Crime,,,Sreelesh S. Nair,Vinay Rajkumar,,
Paravasamayye..,None,,"Short, Drama, Mystery",,,Workybee Sai,"Bharat Raj, Rajakumari Yandrapalli, Divya G.",,
Phula Chandana,None,120,Drama,6.2,1982,Mohammad Mohsin,"Uttam Mohanty, Aparajita Mohanty, Ajit Das, Bijay Mohanty",,14
Alibaba and The Forty Thieves,None,90,Animation,,2018,,Murugan V.,,
Bachelor Party,None,,"Comedy, Drama",4.7,2009,Ishaan Trivedi,"Jimmy Shergill, Arbaaz Khan, Nauheed Cyrusi, Sharat Saxena",,44
Pattuchelai,None,,None,,1985,,Sathyaraj,,
Panchu Pandav,None,,Action,6.0,1989,Sisir Mohan Pati,"Prashant Nanda, Sriram Panda, Uttam Mohanty, Mahashweta Roy",,10
Ghada,None,,"Short, Mystery",,2022,Lokesh Ranjan,"Aman Arun, Mukul Kumar, Sanjay Kumar, Lokesh Ranjan",,
Yakshi,None,14,"Short, Horror, Thriller",6.9,2018,,Vijendra Bhambhani,,25
Avam,None,,None,,,Vijay Vilvakrish,"Gaurav, Vivek Lester, Kavya Shetty",,
Mari Hel Utaro Raj,None,,None,,1977,Manhar Raskapur,"Aruna Irani, Satyendra Kapoor, Mahesh Kothare, Ravindra Mahajani",,
Joot,None,,None,4.2,2003,,"Clive Dev, Meera Jasmine, Srikanth, Fefsi Vijayan",,37
Samayal Samayal,None,44,Reality-TV,,2014,,Venkatesh Bhat,,
Nanaki,None,22,"Short, Drama",,2016,Mohit Nirmala,"Naresh Kumar, Wasim Khan, Irfan Ansari, Rehan Alam Ansari",,
Immini Nalloraal,None,,"Comedy, Romance",2.4,2005,Rajasenan,"Jayasurya, Navya Nair, Janardanan, Bindu Panikkar",,137
Kaler Rakhal,None,120,Drama,6.9,2009,Shekhar Das,"Bimal Chakraborty, Ushasie Chakraborty, Phalguni Chatterjee, Soumitra Chatterjee",,35
Broken,None,,Short,,,"Aditya Punj, 
Anubhava Shrivastava","Savi Sharma, Devaditya Sharma, Rishi Sharma, Balraj Harry",,
Moumita,None,169,"Drama, Romance",,2018,Tanmoy Mondal,"Arpan Banerjee, Paromita Banerjee, Soma Chakraborty, Ramen Roy Chowdhuri",,
Nahin Jana Meri Maaye,None,44,Family,,2022,Sahil Dev,"Gaurav Bhalla, Sonika Chouhan, Jasdeep Kaur, Varun Parashar",,
The Stranger,None,6,"Short, Thriller",9.4,2022,Sinjan Mukherjee,"Saswata Chakraborty, Gopal Das",,8
Chapekar Brothers,None,,History,8.0,2016,Devender Kumar Pandey,"Kanchan Awasthi, Abhijit Bhagat, Manoj Bhatt, Sanjeet Dhuri",,23
Madari,None,,Drama,,1950,Rajendra Sharma,"Raj Kapoor, Kuldip Kaur, Om Prakash, Madan Puri",,
Krityam,None,16,"Short, Fantasy, Sci-Fi",,2019,Mohit Raval,"Mehul Solanki, Nisarg Trivedi, Mohit Thumbar, Niharika Raval",,
Paandiya Vamsam,None,,Drama,,2020,Karu Palaniappan,"Raj Kiran, Ameer Sultan",,
Dil,None,,Drama,,2002,P.N. Sathya,"Avinash, Pramila Joshai, M.S. Karanth, Sanketh Kashi",,
Jai Jagannath,None,,Drama,,1963,Uday Shankar Pani,Bipin Gupta,,
Colors of Imagination,None,12,Short,,,Swapnil Huddar,"Swapnil Huddar, Nikita Sahu, Raunak Sahu, Aryan Saraswat",,
Ek Bulandi,None,,Action,,1999,,"Abbas, Meena, Raasi, Rami Reddy",,
Jab Pyar Kiya To Darna Kya,None,,Action,,2014,Ramakant Prasad,"Siya Thakur, Rakesh Mishra, Poonam Pandey, Priyanka Pandit",,
Saware,None,,"Short, Romance",8.2,2017,Sidhaant Sachdev,Kunal Khemu,,10
Sperm,None,15,Short,,2017,Kamlesh Malviya,Vishal Paliwal,,
Trupt,None,6,"Documentary, Short",,2020,Vidar Joshi,"Atul Pandya, Truptraj Pandya, Veena Pandya",,
The Darkness Indian Horror Short Film,None,22,"Short, Horror",,2013,Sajith,"Joy Cheeran, Nahas Guruvayoor, Anas Yusuf",,
Heroes of the Wild Frontiers,None,,Documentary,,2019,,,,
Netru Indru Nalai,None,,None,6.9,1974,P. Neelakantan,"Pandari Bai, M.G. Ramachandran, S.A. Ashokan, Manjula",,29
Heroine Ek Raat Ki,None,,Drama,,1979,Raj Wadhwa,"Beena Bawa, Harish, Shehnaaz",,
Hun Tan Bhog Hi Painge,None,,"Comedy, Horror, Thriller",,2022,Minar Malhotra,"Kamz Singh, Amitansh, Nancy Arora, Hardeep Gill",,
Preet Na Karsho Koi,None,,Romance,,1985,Mehul Kumar,"Rita Bhaduri, Dinesh Hingoo, Firoz Irani, Arvind Kumar",,
Amaavasai,None,,Drama,,2018,Rakhi Sawant,"Jai Akash, Rishabh Jain, Nupur Mehta, Kota Srinivasa Rao",,
Ikkayude Shakadam,None,100,Comedy,2.5,2019,Prince Avarachan,"Dominic Dom, Aswiny Gouri, Sarath Kumar, Dj Thommi",,127
Malla Yuddha,None,,Action,,2012,,"Rani Chatterjee, Komal Dhillon, Ravi Kishan, Brijesh Tripathi",,
Abhinivesham,None,,None,,1977,I.V. Sasi,"Padmapriya, Ravi Kumar, Sumithra, Bahadur",,
Shrimathi Bhagyalakshmi,None,22,Romance,,2015,,,,
Pathis Gang,None,121,"Comedy, Drama",,2018,Sooraj Bolar,"Vismaya Vinayak, Mohan Sheni, Aravind Bolar, Navyatha Rai",,
Absence,None,81,Documentary,,2018,,Ekta Mittal,,
Aadi Velli,None,160,Drama,,1990,Ramanarayanan,"Nizhalgal Ravi, Chandrasekhar, Seetha, Aruna Mucherla",,
Baba Rangeela,None,135,Drama,,2014,Anurag Mishra,"Anjana Singh, Sushil Singh",,
Pettkammi,None,,Comedy,,2018,Keerthi Bl,"Anvitha Sagar, Shreeraam",,
Burey Bhi Hum Bhale Bhi Hum,None,25,Comedy,,2009,,"Arvind Vaidya, Firoz Irani, Piyush Ranade, Preeti Joshi",,
Lak Tera,None,,"Short, Music",,2016,Sumit Bhardwaj,Deep Money,,
Magizhvan,None,57,Romance,7.6,2015,Mani Shankar Iyer,"Kamaal Lenin, Prem Sankar, Ramanujam Tvv, Subhashree",,10
Neeras,Not Rated,10,"Short, Action, Crime",,2021,Achyut Prashast Singh,Achyut Prashast Singh,,
Kanoon Kanoon Hai,None,,Action,,1987,,"Parveen Bala, Ramesh Deo, Kalpana Iyer, Jamuna",,
Vyugam,None,,"Short, Mystery",,2014,Shree Karthick,Dev,,
The complaint,None,,"Short, Drama",8.6,2017,Mrinal Bahukhandi,"Avijit Dutt, Rahul Subramanian",,7
3 Things,None,,News,,2018,,"Snigdha Sharma, Shashank Bhargava",,
Mavanige Thakka Aliya,None,142,"Comedy, Drama",,1992,V. Govindaraj,"Shivarajkumar, Yamuna, Balaraj, Kala",,
Rorito: Write the New,None,,Short,,2016,Gajraj Rao,"Ethan Cole, Zyheid Desai, Delmar Smith, Sachin Tendulkar",,
Untitled Kettavan G.T.Nandhu Project,None,120,Thriller,,,Gt Nandhu,Aadharsh Madhikaandham,,
Vayanadan Thampan,None,,Horror,7.0,1978,A. Vincent,"Kamal Haasan, P.K. Abraham, Alummoodan, Adam Ayub",,31
Safar,None,,"Short, Drama",8.5,2008,Kaleem Khan,"Dharmendra Gupta, Shahnawaz Pradhan, Nawazuddin Siddiqui, Shwet Sinha",,6
Deen Aur Imaan,None,,Drama,,1979,A. Shamsheer,"Jalal Agha, Birbal, Paidi Jairaj, Amjad Khan",,
Antha Mana Manchike,None,,Comedy,,2000,Veeru k Reddy,"Rachana Banerjee, Brahmanandam, Rajendra Prasad",,
Rocky: The Revenge,None,152,Drama,,2019,K.C. Bokadia,"Brahmanandam, Nassar, Sayaji Shinde, Srikanth",,
Bharaghar,None,,Comedy,,2012,,"Jayanta Das, Sagarika Goswami, Dulal Bezbarua, Debashish Borthakur",,
The Untrodden Road,None,144,None,8.4,1964,Amar Ganguly,"Akshaya Mohanty Kashyap, Jharana Das, Sarat Pujari, Geetarani",,10
Aadamkhor Hasina,None,,Action,,2002,Salim Suma,"Poonam Dasgupta, Raza Murad, Amit Pachori, Joginder Shelly",,
Jamme Naal De,None,,Family,,2022,,Malkeet Rauni,,
Aachi International,None,,Drama,7.0,2002,,Aachi Manorama,,6
Yariyaan in Action,None,,Action,2.2,2018,Aneel Laxman Ganji,"Sharad Kelkar, Ajaz Khan, Avani Modi, Neil Nitin Mukesh",,22
Jayeebhava,Not Rated,,Action,5.0,2009,Naren,"Mohammad Ali, Raghu Babu, Joy Badlani, Banerjee",,58
Aavu Puli Madhyalo Prabhas Pelli,None,119,Drama,,2016,"Sam J. Chaitanya, 
Nagaram Suneel","Bhanusiri, Ashwini Chandrashekar, Prabhkar, A. Raviteja",,
Varisi,None,143,"Drama, Romance, Thriller",,2021,Karthik Doss,"Karthik Doss, Sapna Das, Krishnakumar Lakshmanan, Balaji Rajshekhar",,
Gulabi,None,30,"Short, Drama",,2022,Ghanshyam Karan Rathore,"Bhavna Ruparel, Gyanendra Tripathi",,
Neechal Kulam,None,,Drama,,1979,,T.R. Ramanna,,
Chal Pichchur Banate Hain,Not Rated,115,"Comedy, Drama",6.4,2012,Pritish Chakraborty,"Sonam Arora, Sagar Bhangade, Mukesh S. Bhatt, Vipul Bhatt",,52
Ladenge Marte Dam Tak,None,,Action,,2002,,"Sai Kumar, Thriller Manju, Rami Reddy, Vani Viswanath",,
Ringa Ringa Mon,None,82,"Musical, Romance",,2008,Rajesh Bhuyan,"Utpal Das, Krishna Das, Tapan Das, Purabi Sharma",,
Daku Bhairav Singh,None,,Action,,2001,Pappu Sharma,"Rajni Chandra, Dharmendra, Brij Gopal, Shakti Kapoor",,
Nammoora Raja,Not Rated,141,None,8.0,1988,Bhargava,"Aparna, Shankar Bhat, Mukhyamantri Chandru, Ilavarasi",,5
Ramba O Ramba,Not Rated,68,Thriller,,2003,,Shakeela,,
Sengottai,Not Rated,150,Action,6.3,1996,C.V. Sasikumar,"Rajan Deo, Rajan P. Dev, Vijay Kumar, Meena",,24
The Unexpected,None,,Short,,2019,Shyam Kishore,Shyam Kishore,,
Satyam Shivam,None,,"Action, Comedy, Drama",7.2,1981,K. Raghavendra Rao,"N.T. Rama Rao, Akkineni Nageshwara Rao, Sridevi, Rati Agnihotri",,59
Pearl View,None,,None,,1970,Kunchacko,"Alummoodan, P.J. Anthony, Kaduvakkulam Antony, Adoor Bhasi",,
Bungee Jumping,None,,"Short, Drama",,2018,,Aditya Chandrashekar,,
2by3,None,,Comedy,6.7,2017,,"Kriti Vij, Akashdeep Arora, Sukant Goel, Daljeet Singh Gujral",,18
Dhat Tere... Ki,None,,Comedy,6.5,1983,Meraj,"Ravi Baswani, Abhi Bhattacharya, Akhil Mishra, Manju Mishra",,15
